Year;MonthOfYear;DayOfMonth;HourOfDay(UTC);DayOfYear;DayOfCentury;AirPressure(hPa);AirTemperature(C);AirTemperatureHygroClip(C);RelativeHumidity_wrtWater(%);RelativeHumidity(%);WindSpeed(m/s);WindDirection(d);ShortwaveRadiationDown(W/m2);ShortwaveRadiationDown_Cor(W/m2);ShortwaveRadiationUp(W/m2);ShortwaveRadiationUp_Cor(W/m2);Albedo_theta<70d;LongwaveRadiationDown(W/m2);LongwaveRadiationUp(W/m2);CloudCover;SurfaceTemperature(C);HeightSensorBoom(m);HeightStakes(m);DepthPressureTransducer(m);DepthPressureTransducer_Cor(m);IceTemperature1(C);IceTemperature2(C);IceTemperature3(C);IceTemperature4(C);IceTemperature5(C);IceTemperature6(C);IceTemperature7(C);IceTemperature8(C);TiltToEast(d);TiltToNorth(d);TimeGPS(hhmmssUTC);LatitudeGPS((dd)mm.mmmmm);LongitudeGPS((dd)mm.mmmmm);ElevationGPS(m);HorDilOfPrecGPS;LoggerTemperature(C);FanCurrent(mA);BatteryVoltage(V)
2020;9;24;2;-999;-999;865;-17.37;21.96;66.3;66.3;6.91;154.4;-1.6;-999;.7;-999;-999;-67;-7.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;3;-999;-999;865;-17.29;21.97;65.7;65.7;6.82;147.8;-1.7;-999;.7;-999;-999;-66.6;-7.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;4;-999;-999;864;-17.39;21.94;65;65;7.22;151.5;-1.5;-999;.7;-999;-999;-65.9;-7.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;5;-999;-999;863;-17.22;22.08;64.8;64.8;6.87;148.7;-1.5;-999;.7;-999;-999;-65.8;-7.6;-999;-999;2.464;1.055;-9999;-999;-33.22;-32.67;-32.76;-33.22;-33.89;-34.38;-34.86;-35.35;-2.88;2.93;-999;-999;-999;1265;.8;-999;127;12.85
2020;9;24;6;-999;-999;863;-17.46;21.87;65.9;65.9;7.35;147.8;-1.2;-999;.7;-999;-999;-65;-7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;7;-999;-999;862;-17.29;22;64.8;64.8;7.61;144.3;-1.3;-999;.7;-999;-999;-64.2;-6.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;8;-999;-999;861;-17.1;22.26;63.5;63.5;7.32;142.2;0;-999;1.8;-999;-999;-63.7;-7.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;9;-999;-999;860;-17.01;22.45;62.6;62.6;7.27;158.9;16.7;-999;31.7;-999;-999;-64.4;-9.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;10;-999;-999;860;-16.04;23.55;62.6;62.6;7.3;150.2;68.4;-999;102.3;-999;-999;-68.4;-12.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;11;-999;-999;859;-14.4;25.32;61.1;61.1;6.83;156.5;145.9;-999;179.9;-999;-999;-72.9;-14.8;-999;-999;2.44;1.074;-9999;-999;-33.23;-32.59;-32.66;-33.12;-33.78;-34.29;-34.74;-35.25;-2.81;2.79;-999;-999;-999;1267;.8;-999;157;15.24
2020;9;24;12;-999;-999;859;-12.65;27.13;60.3;60.3;6.48;150.5;222;-999;242.3;-999;-999;-76.7;-15.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;13;-999;-999;858;-11.38;28.36;62;62;6.71;143.8;278.6;-999;282.6;-999;-999;-76.2;-11.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;14;-999;-999;857;-10.52;29.27;64.9;64.9;6.12;150.7;313;-999;303.2;-999;-999;-77.1;-11.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;15;-999;-999;856;-9.17;30.67;64.7;64.7;7.53;137.1;336.8;-999;312.4;-999;-999;-79;-12.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;16;-999;-999;855;-8.36;31.56;64.8;64.8;7.26;138.4;318;-999;283.7;-999;-999;-80.9;-16;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;17;-999;-999;854;-8.38;31.58;68.4;68.4;6.86;143.2;278.2;-999;239.1;-999;-999;-80.6;-17.2;-999;-999;2.429;1.017;-9999;-999;-33.19;-32.45;-32.5;-32.98;-33.61;-34.12;-34.59;-35.1;-2.82;2.81;-999;-999;-999;1267;1.4;-999;150;14.69
2020;9;24;18;-999;-999;853;-8.24;31.41;72.6;72.6;7.61;139.8;179.3;-999;148.4;-999;-999;-74.3;-14.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;19;-999;-999;852;-8.07;31.37;77;77;7.5;142.4;73;-999;59.4;-999;-999;-63.7;-10.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;20;-999;-999;851;-8.01;31.3;81.5;81.5;9.7;133.6;33.1;-999;25.1;-999;-999;-56.8;-7.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;21;-999;-999;850;-7.93;31.33;84.2;84.2;8.74;134.5;.1;-999;1.7;-999;-999;-58.1;-6.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;22;-999;-999;849;-8.03;31.26;85.9;85.9;10.74;139.8;-.8;-999;.6;-999;-999;-52.4;-4.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;24;23;-999;-999;848;-7.43;31.82;86.5;86.5;11.69;146.5;-.6;-999;.7;-999;-999;-50.6;-4.3;-999;-999;2.431;1.005;-9999;-999;-33.34;-32.51;-32.58;-33.02;-33.68;-34.16;-34.61;-35.14;-2.7;2.75;-999;-999;-999;1274;2;-999;148;13.51
2020;9;25;0;-999;-999;848;-7.14;32.18;86.2;86.2;12.01;147.8;-.8;-999;.4;-999;-999;-49.8;-4.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;1;-999;-999;847;-6.85;32.39;88.2;88.2;13.57;145.3;-.7;-999;.2;-999;-999;-39.4;-3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;2;-999;-999;846;-6.7;32.54;90.6;90.6;16.42;145.9;-.7;-999;.2;-999;-999;-40.3;-2.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;3;-999;-999;845;-6.64;32.61;92.1;92.1;16.91;149.4;-.3;-999;.2;-999;-999;-32.2;-1.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;4;-999;-999;844;-6.53;32.67;92;92;16.83;146.5;-.3;-999;.3;-999;-999;-32.9;-1.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;5;-999;-999;844;-5.43;33.8;91.7;91.7;16;148;.1;-999;.1;-999;-999;-.2;-1.3;-999;-999;2.439;.995;-9999;-999;-33.35;-32.47;-32.52;-32.98;-33.59;-34.17;-34.56;-35.1;-2.8;3.08;-999;-999;-999;1263;1;-999;138;12.77
2020;9;25;6;-999;-999;844;-4.28;34.97;92.9;92.9;15.69;157.7;0;-999;.1;-999;-999;-3.4;-1.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;7;-999;-999;844;-3.72;35.57;95.4;95.4;16.57;161;-.1;-999;-.1;-999;-999;-2.1;-1.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;8;-999;-999;844;-3.77;35.51;95.6;95.6;17.26;168.8;.5;-999;.5;-999;-999;-4.2;-1.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;9;-999;-999;845;-3.65;35.66;96.4;96.4;16.8;168.6;12.5;-999;10.5;-999;-999;-2.8;-1.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;10;-999;-999;846;-3.54;35.75;97.1;97.1;16.64;173;36.9;-999;31.5;-999;-999;-3.3;-1.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;11;-999;-999;847;-3.33;36.07;97.9;97.9;16.12;180;82.8;-999;72.4;-999;-999;-3.2;-1.6;-999;-999;2.469;1.045;-9999;-999;-33.31;-32.44;-32.5;-32.89;-33.55;-34.08;-34.52;-35.08;-2.53;3.08;-999;-999;-999;1264;.9;-999;128;12.86
2020;9;25;12;-999;-999;847;-3.43;36.05;97.4;97.4;15.85;181.1;163.2;-999;142.3;-999;-999;-4.3;-2.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;13;-999;-999;848;-3.48;36;97;97;15.88;180.4;173.6;-999;147.6;-999;-999;-5.1;-2.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;14;-999;-999;849;-3.44;36.1;96.3;96.3;15.22;181.7;227.8;-999;195.4;-999;-999;-5.5;-2.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;15;-999;-999;850;-3.44;36.1;95.8;95.8;14.47;182.1;208.4;-999;179.3;-999;-999;-5.5;-2.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;16;-999;-999;850;-3.75;35.82;95.4;95.4;14.68;177.7;193.1;-999;164.1;-999;-999;-5.8;-2.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;17;-999;-999;851;-3.82;35.64;94.5;94.5;13.69;175.6;149.9;-999;128;-999;-999;-6.6;-2.4;-999;-999;2.467;1.076;-9999;-999;-33.31;-32.46;-32.44;-32.94;-33.55;-34.05;-34.52;-35.03;-2.91;2.64;-999;-999;-999;1263;1.4;-999;144;14.19
2020;9;25;18;-999;-999;851;-3.64;35.78;94.2;94.2;12.74;182.6;119;-999;102.7;-999;-999;-8;-2.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;19;-999;-999;851;-3.83;35.54;95.3;95.3;11.86;177.7;49.8;-999;43.7;-999;-999;-6.1;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;20;-999;-999;852;-3.97;35.31;96.3;96.3;12.03;176.9;10.4;-999;9.3;-999;-999;-3.9;-.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;21;-999;-999;852;-4.04;35.23;96.1;96.1;10.93;175;.3;-999;.5;-999;-999;-4.9;-.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;22;-999;-999;852;-4.11;35.13;95.2;95.2;10.27;171.5;-.3;-999;0;-999;-999;-5;-1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;25;23;-999;-999;852;-4.19;35.05;94.8;94.8;9.66;176.2;-.3;-999;0;-999;-999;-9.9;-1.5;-999;-999;2.468;1.071;-9999;-999;-33.26;-32.53;-32.53;-32.94;-33.59;-34.08;-34.52;-35.02;-2.72;2.62;-999;-999;-999;1271;2;-999;135;13.39
2020;9;26;0;-999;-999;853;-4.24;34.96;95.4;95.4;9.56;181.4;-.3;-999;.1;-999;-999;-15.2;-1.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;1;-999;-999;853;-4.53;34.78;95.2;95.2;10.02;183.4;-.3;-999;0;-999;-999;-10.3;-1.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;2;-999;-999;853;-4.93;34.24;92.3;92.3;10.1;187.9;-.3;-999;.1;-999;-999;-18.8;-2.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;3;-999;-999;853;-5;34.18;92.2;92.2;8.85;186;-.3;-999;0;-999;-999;-9.5;-1.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;4;-999;-999;853;-5.1;34.17;95.2;95.2;7.68;196.7;-.3;-999;-.1;-999;-999;-4.6;-.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;5;-999;-999;852;-5.3;34;95.6;95.6;6.77;203.3;-.3;-999;-.2;-999;-999;-2.6;-.3;-999;-999;2.419;1.066;-9999;-999;-33.26;-32.57;-32.52;-32.98;-33.59;-34.07;-34.54;-35.07;-2.75;2.78;-999;-999;-999;1266;.8;-999;121;12.74
2020;9;26;6;-999;-999;853;-5.15;34.12;96.2;96.2;5.42;204.8;-.2;-999;0;-999;-999;-2.6;-.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;7;-999;-999;853;-5.08;34.21;96.6;96.6;4.25;208.3;-.2;-999;-.1;-999;-999;-6.7;-.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;8;-999;-999;853;-5.4;33.87;94.9;94.9;3.66;182.8;.2;-999;.2;-999;-999;-4;-.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;9;-999;-999;853;-5.34;33.94;94.8;94.8;4.73;191.1;14.5;-999;12.6;-999;-999;-6.8;-1.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;10;-999;-999;853;-5.5;33.89;93.1;93.1;4.67;182.9;56.8;-999;49.3;-999;-999;-6.9;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;11;-999;-999;853;-5.59;33.92;91.4;91.4;5.16;182;118.5;-999;102.8;-999;-999;-8.2;-2.2;-999;-999;2.398;1.039;-9999;-999;-33.21;-32.57;-32.54;-32.98;-33.59;-34.07;-34.51;-35.07;-2.76;2.81;-999;-999;-999;1267;.9;-999;130;12.99
2020;9;26;12;-999;-999;853;-5.54;34.06;90.9;90.9;5.47;186.9;155.8;-999;135.7;-999;-999;-9;-3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;13;-999;-999;853;-5.55;34.14;90;90;5.59;198.4;202.5;-999;175.8;-999;-999;-15;-4.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;14;-999;-999;853;-5.34;34.46;88.3;88.3;5.2;196.7;244;-999;211.1;-999;-999;-21.4;-6.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;15;-999;-999;853;-5.15;34.77;88.4;88.4;4.69;195.9;249.9;-999;215;-999;-999;-17.7;-6.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;16;-999;-999;853;-5.08;34.73;89.1;89.1;4.06;189.3;218.7;-999;188;-999;-999;-20;-7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;17;-999;-999;853;-5.03;34.68;89;89;3.16;178.2;160.8;-999;141;-999;-999;-12.9;-6.3;-999;-999;2.4;1.02;-9999;-999;-33.15;-32.57;-32.53;-32.96;-33.57;-34.05;-34.52;-35.02;-2.74;2.81;-999;-999;-999;1264;1.3;-999;147;14.25
2020;9;26;18;-999;-999;853;-5.37;34.28;90.9;90.9;3.79;161;103.8;-999;91.4;-999;-999;-8.4;-4.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;19;-999;-999;853;-5.59;33.87;92.1;92.1;4.05;172.7;53.6;-999;47.1;-999;-999;-7.7;-2.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;20;-999;-999;853;-5.75;33.62;93;93;3.99;186.4;14.2;-999;12.6;-999;-999;-6.6;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;21;-999;-999;854;-5.86;33.41;94.2;94.2;3.9;193.9;.2;-999;.7;-999;-999;-7.4;-1.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;22;-999;-999;854;-6.45;32.94;94.3;94.3;2.8;155.5;-.5;-999;-.1;-999;-999;-9.7;-1.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;26;23;-999;-999;854;-7.2;32.19;94;94;2.82;158;-.3;-999;0;-999;-999;-6.5;-.9;-999;-999;2.382;1.011;-9999;-999;-33.21;-32.65;-32.61;-33.02;-33.63;-34.12;-34.56;-35.09;-2.79;2.81;-999;-999;-999;1266;.9;-999;140;13.38
2020;9;27;0;-999;-999;854;-7.43;31.88;94.7;94.7;2.56;154.8;-.3;-999;.2;-999;-999;-10.5;-1.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;1;-999;-999;854;-7.77;31.56;93.9;93.9;2.33;161.9;-.2;-999;.2;-999;-999;-7.1;-1.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;2;-999;-999;854;-7.42;31.86;94.4;94.4;1.82;164;-.3;-999;.2;-999;-999;-8.7;-2.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;3;-999;-999;854;-8;31.35;93.8;93.8;1.97;160.7;-.3;-999;.1;-999;-999;-6.7;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;4;-999;-999;854;-7.64;31.59;94.1;94.1;1.99;157.5;.1;-999;.3;-999;-999;-2.2;-.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;5;-999;-999;854;-7.37;31.94;94.5;94.5;1.43;161.4;-.2;-999;.3;-999;-999;-5.8;-1.8;-999;-999;0;.997;-9999;-999;-33.2;-32.7;-32.65;-33.04;-33.63;-34.11;-34.58;-35.09;-2.79;2.81;-999;-999;-999;1265;.8;-999;129;12.72
2020;9;27;6;-999;-999;854;-7.19;32.07;95;95;.37;158.3;.3;-999;.3;-999;-999;-1.1;-.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;7;-999;-999;854;-7.44;31.91;94.9;94.9;0;0;-.3;-999;-.1;-999;-999;-.1;-.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;8;-999;-999;854;-7.79;31.55;94.8;94.8;.35;220.3;-.2;-999;.2;-999;-999;-.1;-2.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;9;-999;-999;855;-8.98;30.41;93.7;93.7;.74;221.7;11.8;-999;11.4;-999;-999;-.3;-6.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;10;-999;-999;855;-9.82;29.56;92.3;92.3;1.77;337.8;47.6;-999;43.6;-999;-999;-.5;-4.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;11;-999;-999;856;-9.71;29.72;92.2;92.2;3.11;340.9;108.7;-999;99.2;-999;-999;-24.5;-7.4;-999;-999;2.41;.994;-9999;-999;-33.2;-32.74;-32.69;-33.06;-33.67;-34.16;-34.6;-35.11;-2.78;2.8;-999;-999;-999;1266;.9;-999;136;13.05
2020;9;27;12;-999;-999;856;-8.36;31.02;92.5;92.5;4.71;330.4;205.1;-999;182.9;-999;-999;-14.9;-5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;13;-999;-999;856;-8.1;31.4;91.5;91.5;4.33;322.8;212.2;-999;187.9;-999;-999;-15.4;-5.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;14;-999;-999;857;-8.1;31.38;91.7;91.7;4.56;312;273.5;-999;247.7;-999;-999;-23.2;-6.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;15;-999;-999;857;-7.96;31.58;94.7;94.7;4.46;327.4;237.8;-999;206.6;-999;-999;-13.7;-4.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;16;-999;-999;858;-7.81;31.75;94;94;3.88;319.3;188.5;-999;167.1;-999;-999;-10.3;-4.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;17;-999;-999;858;-7.98;31.63;92.9;92.9;3;300.5;164.6;-999;144.6;-999;-999;-13.4;-4.9;-999;-999;2.373;.963;-9999;-999;-33.12;-32.68;-32.61;-33;-33.59;-34.07;-34.56;-35.07;-2.77;2.8;-999;-999;-999;1264;1.2;-999;152;14.32
2020;9;27;18;-999;-999;858;-8.06;31.48;92.5;92.5;2.51;294;109.1;-999;96;-999;-999;-10.6;-3.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;19;-999;-999;859;-8.38;31.1;93.6;93.6;2.57;276.9;56.8;-999;49.2;-999;-999;-12;-3.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;20;-999;-999;859;-9.08;30.36;94.3;94.3;2.27;276.5;12.5;-999;11.2;-999;-999;-12.1;-2.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;21;-999;-999;860;-10.01;29.32;94.6;94.6;1.98;262.2;0;-999;.2;-999;-999;-12.2;-4.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;22;-999;-999;860;-10.34;28.94;93.6;93.6;.58;324.9;-.2;-999;0;-999;-999;-6.8;-6.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;9;27;23;-999;-999;860;-10.85;28.52;92.5;92.5;.32;19.2;-.1;-999;-.1;-999;-999;-.2;-.4;-999;-999;2.379;.955;-9999;-999;-33.25;-32.8;-32.74;-33.11;-33.72;-34.21;-34.65;-35.16;-2.83;2.84;-999;-999;-999;1267;.9;-999;139;13.45
