Year;MonthOfYear;DayOfMonth;HourOfDay(UTC);DayOfYear;DayOfCentury;AirPressure(hPa);AirTemperature(C);AirTemperatureHygroClip(C);RelativeHumidity_wrtWater(%);RelativeHumidity(%);WindSpeed(m/s);WindDirection(d);ShortwaveRadiationDown(W/m2);ShortwaveRadiationDown_Cor(W/m2);ShortwaveRadiationUp(W/m2);ShortwaveRadiationUp_Cor(W/m2);Albedo_theta<70d;LongwaveRadiationDown(W/m2);LongwaveRadiationUp(W/m2);CloudCover;SurfaceTemperature(C);HeightSensorBoom(m);HeightStakes(m);DepthPressureTransducer(m);DepthPressureTransducer_Cor(m);IceTemperature1(C);IceTemperature2(C);IceTemperature3(C);IceTemperature4(C);IceTemperature5(C);IceTemperature6(C);IceTemperature7(C);IceTemperature8(C);TiltToEast(d);TiltToNorth(d);TimeGPS(hhmmssUTC);LatitudeGPS((dd)mm.mmmmm);LongitudeGPS((dd)mm.mmmmm);ElevationGPS(m);HorDilOfPrecGPS;LoggerTemperature(C);FanCurrent(mA);BatteryVoltage(V)
2020;10;6;15;-999;-999;861;-16.03;23.76;77.1;77.1;6.77;147.4;167.4;-999;144.5;-999;-999;-5.8;-1.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;6;16;-999;-999;861;-16.07;23.62;78.2;78.2;6.42;145.1;146.8;-999;126.7;-999;-999;-4.8;-.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;6;17;-999;-999;861;-15.29;24.27;80.6;80.6;4.92;142.5;112.4;-999;96.6;-999;-999;-6.5;-.8;-999;-999;2.453;1.023;-9999;-999;-34.57;-33.66;-33.47;-33.66;-34.1;-34.49;-34.92;-35.49;-2.61;2.66;-999;-999;-999;1264;.9;-999;143;14.07
2020;10;6;18;-999;-999;861;-14.74;24.8;82.6;82.6;3.49;159.4;65.3;-999;56.1;-999;-999;-7.6;-.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;6;19;-999;-999;861;-14.35;25.11;84.4;84.4;2.28;165.1;24;-999;21;-999;-999;-7.4;-.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;6;20;-999;-999;861;-14.37;25.02;85;85;1.09;145.6;1.9;-999;2.1;-999;-999;-6.6;.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;6;21;-999;-999;861;-15.26;24.29;85;85;3.11;122.2;-.3;-999;-.1;-999;-999;-5.7;.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;6;22;-999;-999;860;-16.74;22.77;84.3;84.3;5.53;140.9;-.3;-999;0;-999;-999;-2.8;1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;6;23;-999;-999;860;-18.34;21.21;83.3;83.3;6.36;125.2;-.3;-999;-.1;-999;-999;.4;2.3;-999;-999;2.472;1.036;-9999;-999;-34.66;-33.75;-33.54;-33.75;-34.19;-34.56;-34.99;-35.56;-2.64;2.69;-999;-999;-999;1266;.7;-999;138;13.31
2020;10;7;0;-999;-999;860;-20.68;18.92;77.6;77.6;6.6;122.8;-.4;-999;-.3;-999;-999;3.2;3.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;1;-999;-999;860;-24.19;15.35;72.3;72.3;4.84;153.6;-1.6;-999;.3;-999;-999;-48;-3.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;2;-999;-999;860;-24.5;14.82;73.6;73.6;5.09;155.8;-1.3;-999;.5;-999;-999;-45;-3.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;3;-999;-999;860;-23.73;15.42;73;73;5.41;160.4;-1.2;-999;.4;-999;-999;-42.5;-4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;4;-999;-999;859;-21.84;17.21;74.6;74.6;5.21;156.6;-1.1;-999;.6;-999;-999;-44.8;-5.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;5;-999;-999;859;-20.38;18.65;74.8;74.8;5.26;152.2;-.9;-999;.8;-999;-999;-45.6;-6.3;-999;-999;2.473;1.032;-9999;-999;-34.79;-33.85;-33.66;-33.85;-34.29;-34.67;-35.1;-35.65;-2.66;2.7;-999;-999;-999;1260;.9;-999;128;12.69
2020;10;7;6;-999;-999;859;-18.97;20.31;74.1;74.1;8.53;141.8;-1.2;-999;.4;-999;-999;-46.8;-4.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;7;-999;-999;859;-18.99;20.33;72.6;72.6;7.48;141.3;-1.1;-999;.3;-999;-999;-45.4;-5.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;8;-999;-999;858;-19.08;20.04;69.9;69.9;6.37;155.3;-1.3;-999;.4;-999;-999;-43.4;-5.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;9;-999;-999;858;-17.42;21.64;63.9;63.9;4.88;161.7;2.2;-999;3.8;-999;-999;-47.3;-8.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;10;-999;-999;858;-17;22.3;68;68;6.81;149.5;29;-999;53.5;-999;-999;-52.8;-9.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;11;-999;-999;858;-15.38;24.07;74.3;74.3;7.48;154;81.8;-999;113.3;-999;-999;-57.2;-10.8;-999;-999;2.447;1.024;-9999;-999;-34.69;-33.75;-33.51;-33.7;-34.14;-34.51;-34.94;-35.51;-2.6;2.62;-999;-999;-999;1265;.8;-999;145;14.37
2020;10;7;12;-999;-999;858;-13.74;25.79;76.8;76.8;7.58;152.6;132.8;-999;153.8;-999;-999;-58.5;-10.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;13;-999;-999;858;-11.6;27.78;77.5;77.5;7.74;150.5;171.7;-999;215.6;-999;-999;-62.1;-9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;14;-999;-999;858;-9.88;29.59;78.3;78.3;7.38;152.9;173.6;-999;223;-999;-999;-66.7;-10.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;15;-999;-999;858;-8.77;30.83;78.6;78.6;7.66;152;192.1;-999;234.3;-999;-999;-70.8;-12.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;16;-999;-999;858;-7.63;32.04;78.7;78.7;8.55;156.5;190.3;-999;211.6;-999;-999;-75.2;-14.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;17;-999;-999;858;-8.07;31.64;79.6;79.6;8.89;150.8;153.5;-999;158.6;-999;-999;-74.3;-14.7;-999;-999;2.423;1.012;-9999;-999;-34.56;-33.59;-33.35;-33.54;-33.97;-34.32;-34.76;-35.33;-2.55;2.78;-999;-999;-999;1265;.7;-999;154;14.76
2020;10;7;18;-999;-999;858;-8.03;31.41;80.1;80.1;9.41;156.8;123.2;-999;116.2;-999;-999;-71.9;-13.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;19;-999;-999;859;-9.01;30.44;80.9;80.9;8.63;147.2;61.5;-999;44.7;-999;-999;-67.1;-12.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;20;-999;-999;859;-10.69;28.58;82;82;9;152;1.9;-999;3.3;-999;-999;-62.5;-7.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;21;-999;-999;860;-11.17;28.05;81;81;8.61;151.2;-1.7;-999;.7;-999;-999;-65.2;-8.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;22;-999;-999;860;-11.63;27.56;79.6;79.6;8.05;154.1;-1.8;-999;.7;-999;-999;-66.7;-9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;7;23;-999;-999;861;-12.14;27.02;79;79;7.49;154.9;-1.7;-999;.7;-999;-999;-66.7;-9.1;-999;-999;2.44;1.019;-9999;-999;-34.77;-33.74;-33.5;-33.67;-34.1;-34.47;-34.87;-35.44;-2.6;2.68;-999;-999;-999;1266;.9;-999;140;13.55
2020;10;8;0;-999;-999;861;-12.3;26.9;78.7;78.7;8.85;159.5;-1.6;-999;.8;-999;-999;-67.2;-8.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;1;-999;-999;862;-12.2;26.93;75.6;75.6;9.48;161.2;-1.7;-999;.8;-999;-999;-69;-8.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;2;-999;-999;862;-13.36;25.96;76.4;76.4;8.74;154.6;-1.7;-999;.7;-999;-999;-67.8;-8.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;3;-999;-999;862;-13.83;25.42;76.2;76.2;8.93;149.6;-1.6;-999;.7;-999;-999;-67.3;-7.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;4;-999;-999;863;-14.54;24.81;76;76;8.39;150.6;-1.5;-999;.7;-999;-999;-66.6;-8.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;5;-999;-999;863;-14.35;24.83;75.1;75.1;8.28;151.9;-1.5;-999;.6;-999;-999;-66.9;-8.2;-999;-999;2.447;1.022;-9999;-999;-34.84;-33.8;-33.54;-33.73;-34.12;-34.51;-34.94;-35.49;-2.58;2.54;-999;-999;-999;1264;.8;-999;135;12.83
2020;10;8;6;-999;-999;863;-14.6;24.71;79.7;79.7;9.82;151;-1.4;-999;.6;-999;-999;-65.3;-6.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;7;-999;-999;863;-13.03;26.01;86.5;86.5;9.38;153;-.7;-999;1;-999;-999;-58.1;-5.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;8;-999;-999;863;-11.41;27.85;85.9;85.9;8.79;158.7;-1.7;-999;.7;-999;-999;-61.8;-7.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;9;-999;-999;864;-10.36;28.71;87.3;87.3;7.42;157.2;3.4;-999;4.6;-999;-999;-46.9;-6.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;10;-999;-999;865;-9.9;29.47;86.6;86.6;7.51;150.1;43.4;-999;58.8;-999;-999;-41.7;-8.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;11;-999;-999;865;-10.07;29.38;84.1;84.1;8.57;155;68.1;-999;90.9;-999;-999;-49.5;-8.8;-999;-999;2.426;.997;-9999;-999;-34.75;-33.7;-33.43;-33.62;-34.01;-34.4;-34.8;-35.4;-2.57;2.61;-999;-999;-999;1266;1;-999;140;13.71
2020;10;8;12;-999;-999;865;-9.62;29.92;82.8;82.8;8.38;149.3;124.5;-999;153.9;-999;-999;-58.3;-10.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;13;-999;-999;865;-8.88;30.73;81.8;81.8;8.13;152;188;-999;208.9;-999;-999;-60.5;-9.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;14;-999;-999;865;-8.22;31.24;83;83;6.69;147.5;180.9;-999;174.2;-999;-999;-54.8;-9.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;15;-999;-999;866;-7.13;32.55;80.9;80.9;7.75;147.9;232.1;-999;221;-999;-999;-65.3;-12.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;16;-999;-999;866;-7.53;32.17;80.9;80.9;6.63;146.8;187.1;-999;169.8;-999;-999;-63.5;-14;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;17;-999;-999;867;-7.48;32.04;79.5;79.5;6.77;149.3;111.6;-999;96.3;-999;-999;-60.3;-13.6;-999;-999;2.421;.996;-9999;-999;-34.71;-33.66;-33.37;-33.54;-33.95;-34.32;-34.76;-35.33;-2.61;2.69;-999;-999;-999;1264;.7;-999;147;14.52
2020;10;8;18;-999;-999;867;-7.65;31.76;81.2;81.2;5.3;142;79.4;-999;64.7;-999;-999;-47;-11;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;19;-999;-999;867;-7.62;31.66;83.8;83.8;7.39;153.6;30.6;-999;24.6;-999;-999;-51.2;-8.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;20;-999;-999;868;-8.12;31.16;83.9;83.9;6.89;157.8;.6;-999;1.8;-999;-999;-51.3;-8.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;21;-999;-999;868;-7.56;31.6;85.8;85.8;8.39;161.1;-.9;-999;.5;-999;-999;-49.5;-7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;22;-999;-999;869;-7.76;31.29;85.5;85.5;6.87;151.7;-.3;-999;.6;-999;-999;-27.2;-5.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;8;23;-999;-999;869;-7.56;31.85;86.1;86.1;6.06;155.2;-.9;-999;.2;-999;-999;-41.4;-7.4;-999;-999;2.423;.998;-9999;-999;-34.76;-33.7;-33.42;-33.58;-33.99;-34.36;-34.78;-35.35;-2.57;2.63;-999;-999;-999;1267;.9;-999;132;13.44
2020;10;9;0;-999;-999;869;-7.84;31.35;85.9;85.9;7.07;159.2;-1.2;-999;.6;-999;-999;-53.4;-8.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;1;-999;-999;869;-8.73;30.5;86.8;86.8;6.96;150.9;-1.1;-999;.4;-999;-999;-50.7;-7.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;2;-999;-999;870;-7.48;31.55;87.1;87.1;7.55;155.2;-.2;-999;.5;-999;-999;-20.9;-4.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;3;-999;-999;870;-5.27;33.86;86.9;86.9;7.38;149.4;.2;-999;.3;-999;-999;-5.8;-3.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;4;-999;-999;870;-4.4;34.82;84.8;84.8;6.41;143.2;-.3;-999;.1;-999;-999;-13.5;-5.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;5;-999;-999;870;-5.06;34.17;84.3;84.3;5.5;137.4;-.8;-999;-.1;-999;-999;-26.2;-6.8;-999;-999;2.406;.99;-9999;-999;-34.72;-33.66;-33.38;-33.52;-33.93;-34.29;-34.69;-35.3;-2.55;2.66;-999;-999;-999;1264;.8;-999;126;12.78
2020;10;9;6;-999;-999;869;-5.19;34.04;84.3;84.3;6.97;154.8;-1.1;-999;.1;-999;-999;-42.6;-8.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;7;-999;-999;870;-6.28;32.94;82.8;82.8;7.18;148.1;-1.1;-999;.6;-999;-999;-58.9;-10.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;8;-999;-999;870;-6.71;32.48;82.9;82.9;7.43;153.9;-1.2;-999;.6;-999;-999;-59;-9.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;9;-999;-999;869;-6.75;32.57;85.2;85.2;9.99;140.2;1.1;-999;2.6;-999;-999;-61.2;-8.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;10;-999;-999;869;-7.53;31.81;82.9;82.9;11.19;132.9;19.5;-999;41.3;-999;-999;-63.7;-9.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;11;-999;-999;868;-7.14;32.1;80;80;9.03;136.6;62.5;-999;104.6;-999;-999;-65.7;-12.3;-999;-999;2.413;.994;-9999;-999;-34.73;-33.73;-33.39;-33.58;-33.97;-34.33;-34.73;-35.32;-2.51;2.68;-999;-999;-999;1268;.8;-999;147;14.05
2020;10;9;12;-999;-999;867;-5.57;33.84;78.6;78.6;11.43;142.2;124.8;-999;161.3;-999;-999;-67.3;-11.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;13;-999;-999;867;-5.05;34.27;78;78;12.29;139.9;180;-999;203.7;-999;-999;-68;-9.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;14;-999;-999;866;-3.82;35.38;77.7;77.7;12.96;145.2;214.7;-999;222.9;-999;-999;-71.2;-9.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;15;-999;-999;865;-2.61;36.7;76.4;76.4;13.78;139.6;224.8;-999;218.1;-999;-999;-76.1;-12.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;16;-999;-999;865;-2.41;36.99;73.4;73.4;14.18;138.7;211.7;-999;194.7;-999;-999;-75.8;-14.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;17;-999;-999;865;-3.12;36.21;77.3;77.3;14.73;134.2;121.2;-999;108.3;-999;-999;-69.8;-11.2;-999;-999;2.407;1.003;-9999;-999;-34.62;-33.65;-33.36;-33.53;-33.84;-34.23;-34.67;-35.24;-2.56;2.9;-999;-999;-999;1266;.9;-999;168;14.41
2020;10;9;18;-999;-999;864;-3.87;35.37;79.3;79.3;14.48;130.1;73.9;-999;60.3;-999;-999;-56.8;-7.9;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;19;-999;-999;863;-3.64;35.58;83.3;83.3;14.84;141.6;19;-999;15.8;-999;-999;-47.6;-5.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;20;-999;-999;863;-3.13;36.1;86.8;86.8;15.89;136.1;.4;-999;.8;-999;-999;-36.1;-4.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;21;-999;-999;863;-4.24;35.06;87.1;87.1;15.94;138;-.7;-999;.1;-999;-999;-49.8;-4.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;22;-999;-999;862;-4;35.25;88.3;88.3;16.46;137;-.3;-999;.1;-999;-999;-27.3;-3.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;9;23;-999;-999;862;-4.19;35.07;88.7;88.7;16.51;136.7;-.4;-999;.1;-999;-999;-29.9;-3.1;-999;-999;2.411;1.023;-9999;-999;-34.67;-33.74;-33.4;-33.52;-33.91;-34.25;-34.67;-35.26;-2.33;2.54;-999;-999;-999;1270;2;-999;146;13.29
2020;10;10;0;-999;-999;861;-2.89;36.31;90.5;90.5;17.79;135.5;-.2;-999;-.2;-999;-999;-2.7;-2.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;1;-999;-999;860;-3.55;35.7;93;93;19.18;134.7;-.2;-999;-.2;-999;-999;-8;-1.2;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;2;-999;-999;860;-3.2;36.07;94.9;94.9;19.51;140.2;-.2;-999;-.1;-999;-999;-8.8;-1.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;3;-999;-999;861;-3.35;35.92;94.8;94.8;19.69;134;-.3;-999;-.3;-999;-999;-16.4;-1.4;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;4;-999;-999;860;-3.28;35.95;93;93;17.6;127.4;-.6;-999;-.3;-999;-999;-22.2;-2.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;5;-999;-999;859;-2.99;36.29;94.7;94.7;20.47;136.9;-.2;-999;-.2;-999;-999;-6.8;-1.3;-999;-999;2.39;1.017;-9999;-999;-34.59;-33.71;-33.38;-33.47;-33.88;-34.22;-34.67;-35.26;-2.61;2.77;-999;-999;-999;1262;.8;-999;150;12.69
2020;10;10;6;-999;-999;859;-3.18;36.05;92.9;92.9;19.03;134.8;-.4;-999;-.4;-999;-999;-9.9;-1.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;7;-999;-999;860;-3.18;36.05;90.3;90.3;17.26;138.9;-.3;-999;-.1;-999;-999;-17.3;-2.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;8;-999;-999;860;-3.57;35.71;90;90;17.43;138.3;-.5;-999;.1;-999;-999;-33;-2.7;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;9;-999;-999;861;-3.95;35.28;88.4;88.4;15.78;135.3;.6;-999;1.1;-999;-999;-24.6;-2.8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;10;-999;-999;860;-4.06;35.18;88.4;88.4;16.59;143.3;13.5;-999;11.7;-999;-999;-14.7;-2.6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
2020;10;10;11;-999;-999;860;-4.15;35.12;88.7;88.7;16.31;143.8;44.9;-999;38.2;-999;-999;-9.7;-2.5;-999;-999;0;1.027;-9999;-999;-34.57;-33.74;-33.4;-33.47;-34;-34.22;-34.64;-35.23;-2.55;2.6;-999;-999;-999;1260;.9;-999;146;12.75
2020;10;10;12;-999;-999;861;-3.89;35.35;85.8;85.8;15.57;141.3;102.4;-999;85.5;-999;-999;-23.2;-4.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
